activité	bien-être	entrain	vivacité	figuré
addictée	mal-être	folie	maladie-mentale	figuré
addicte	mal-être	folie	maladie-mentale	figuré
addicté	mal-être	folie	maladie-mentale	figuré
addicter	mal-être	folie	maladie-mentale	figuré
addictif	mal-être	folie	maladie-mentale	figuré
addiction	mal-être	folie	maladie-mentale	figuré
addictive	mal-être	folie	maladie-mentale	figuré
addict	mal-être	folie	maladie-mentale	figuré
admirable	bienveillance	affection	admiration	propre
admirablement	bienveillance	affection	admiration	propre
admiration	bienveillance	affection	admiration	propre
admirer	bienveillance	affection	admiration	propre
adoration	bienveillance	affection	amour	propre
adoré	bienveillance	affection	amour	propre
adorer	bienveillance	affection	amour	propre
adoucir	bien-être	soulagement	apaisement	figuré
adoucissant	bien-être	soulagement	apaisement	figuré
adoucissement	bien-être	soulagement	apaisement	figuré
adrénaline	non-specifié	non-specifié	non-specifié	figuré
adulation	bienveillance	affection	admiration	propre
aduler	bienveillance	affection	admiration	propre
adynamie	mal-être	dépression	fatigue	propre
adynamique	mal-être	dépression	fatigue	propre
affabilité	bienveillance	gentillesse	bonté	propre
affable	bienveillance	gentillesse	bonté	propre
affablement	bienveillance	gentillesse	bonté	propre
affadir	malveillance	haine	dégoût	figuré
affadissement	malveillance	haine	dégoût	figuré
affaiblir	mal-être	dépression	fatigue	propre
affaiblissant	mal-être	dépression	fatigue	propre
affaiblissement	mal-être	dépression	fatigue	propre
affaissement	mal-être	dépression	fatigue	figuré
affaisser	mal-être	dépression	fatigue	figuré
affalement	mal-être	dépression	fatigue	propre
affaler	mal-être	dépression	fatigue	propre
affamé	bienveillance	affection	désir	figuré
affamer	bienveillance	affection	désir	figuré
affectation	mal-être	dépression	tristesse	propre
affecté	non-specifié	non-specifié	non-specifié	propre
affecter	non-specifié	non-specifié	non-specifié	propre
affectif	non-specifié	non-specifié	non-specifié	propre
affection	bienveillance	affection	amour	propre
affectionné	bienveillance	affection	amour	propre
affectionner	bienveillance	affection	amour	propre
affect	non-specifié	non-specifié	non-specifié	propre
affectueusement	bienveillance	affection	amour	propre
affectueux	bienveillance	affection	amour	propre
affinité	bienveillance	affection	amour	propre
affliction	mal-être	souffrance	douleur	propre
affligeant	mal-être	souffrance	douleur	propre
affliger	mal-être	souffrance	douleur	propre
affolant	anxiété	tension	affolement	propre
affolé	anxiété	tension	affolement	propre
affolement	anxiété	tension	affolement	propre
affoler	anxiété	tension	affolement	propre
affres	anxiété	tension	angoisse	propre
affreusement	anxiété	tension	angoisse	propre
affreux	anxiété	tension	angoisse	propre
affreux	anxiété	tension	angoisse	propre
affriander	bienveillance	affection	attirance	figuré
affriolant	bienveillance	affection	attirance	figuré
affriolement	bienveillance	affection	attirance	figuré
affrioler	bienveillance	affection	attirance	figuré
affront	mal-être	frustration	humiliation	propre
agaçant	malveillance	haine	irritation	figuré
agacement	malveillance	haine	irritation	figuré
agacer	malveillance	haine	irritation	figuré
agenouillement	mal-être	frustration	humiliation	figuré
agenouiller	mal-être	frustration	humiliation	figuré
à genoux devant	mal-être	frustration	humiliation	figuré
à genoux	mal-être	frustration	humiliation	figuré
aggravation	mal-être	souffrance	douleur	propre
aggravement	mal-être	souffrance	douleur	propre
aggraver	mal-être	souffrance	douleur	propre
agitation	non-specifié	non-specifié	non-specifié	propre
agité	non-specifié	non-specifié	non-specifié	propre
agiter	non-specifié	non-specifié	non-specifié	propre
agonie	mal-être	souffrance	douleur	propre
agonir	mal-être	frustration	humiliation	figuré
agonisant	mal-être	souffrance	douleur	propre
agoniser	mal-être	souffrance	douleur	propre
à grand-peine	mal-être	souffrance	douleur	figuré
à grand peine	mal-être	souffrance	douleur	propre
agréabilité	bienveillance	affection	attirance	propre
agréable	bienveillance	affection	attirance	propre
agréablement	bienveillance	affection	attirance	propre
agrément	bienveillance	gentillesse	bonté	propre
agrémenter	bienveillance	gentillesse	bonté	propre
agresser	malveillance	agressivité	rage	propre
agressif	malveillance	agressivité	rage	propre
agression	malveillance	agressivité	rage	propre
agressivement	malveillance	agressivité	rage	propre
agressivité	malveillance	agressivité	rage	propre
aguichant	bienveillance	affection	attirance	figuré
aguiché	bienveillance	affection	attirance	figuré
aguichée	bienveillance	affection	attirance	figuré
aguicher	bienveillance	affection	attirance	figuré
ahi	mal-être	souffrance	douleur	figuré
ah	non-specifié	non-specifié	non-specifié	figuré
ahurir	surprise	surprise	surprise	propre
ahurissant	surprise	surprise	surprise	propre
ahurissement	surprise	surprise	surprise	propre
ahuri	surprise	surprise	surprise	propre
aide	bien-être	soulagement	apaisement	propre
aider	bien-être	soulagement	apaisement	propre
aie	mal-être	souffrance	douleur	figuré
aïe	mal-être	souffrance	douleur	figuré
aigre	malveillance	haine	ressentiment	figuré
aigreur	malveillance	haine	ressentiment	figuré
aigri	malveillance	haine	ressentiment	figuré
aimable	bienveillance	gentillesse	bonté	propre
aimablement	bienveillance	gentillesse	bonté	propre
aimantation	bienveillance	affection	attirance	figuré
aimant	bienveillance	affection	amour	propre
aimanter	bienveillance	affection	attirance	figuré
ai mauvaise	malveillance	haine	irritation	figuré
aimer	bienveillance	affection	amour	propre
air	non-specifié	non-specifié	non-specifié	figuré
aisance	sang-froid	courage	aise	propre
aisement	sang-froid	courage	aise	propre
aise	sang-froid	courage	aise	propre
aisé	sang-froid	courage	aise	propre
à l'abri du danger	sang-froid	calme	tranquillité	figuré
à l'abri	sang-froid	calme	tranquillité	figuré
alacrité	bien-être	entrain	vivacité	propre
à l'aise	sang-froid	courage	aise	propre
à la limite de l'insoutenable	mal-être	souffrance	douleur	figuré
à la limite du supportable	malveillance	haine	irritation	propre
alangui	mal-être	dépression	torpeur	propre
alanguir	mal-être	dépression	torpeur	propre
alanguissement	mal-être	dépression	torpeur	propre
à la ramasse	mal-être	trouble	bouleversement	figuré
à la renverse	surprise	surprise	surprise	figuré
alarmant	anxiété	tension	inquiétude	propre
alarme	anxiété	tension	inquiétude	propre
alarmer	anxiété	tension	inquiétude	propre
alarmisme	anxiété	tension	inquiétude	propre
alarmiste	anxiété	tension	inquiétude	propre
à l'article de la mort	mal-être	dépression	fatigue	figuré
alerte	anxiété	tension	inquiétude	propre
alerter	anxiété	tension	inquiétude	propre
alexithymie	impassibilité	impassibilité	impassibilité	propre
alexithymique	impassibilité	impassibilité	impassibilité	propre
aliénant	mal-être	folie	divagation	propre
aliénation	mal-être	folie	divagation	propre
aliéné	mal-être	folie	divagation	propre
aliéner	mal-être	folie	divagation	propre
allah	non-specifié	non-specifié	non-specifié	figuré
allais mal	mal-être	dépression	tristesse	figuré
allait mal	mal-être	dépression	tristesse	figuré
alléchant	bienveillance	affection	attirance	figuré
allécher	bienveillance	affection	attirance	figuré
allégeant	bien-être	soulagement	apaisement	figuré
allégeante	bien-être	soulagement	apaisement	figuré
allégement	bien-être	soulagement	apaisement	figuré
alléger	bien-être	soulagement	apaisement	figuré
allègre	bien-être	bonheur	joie	propre
allègrement	bien-être	bonheur	joie	propre
allégresse	bien-être	bonheur	joie	propre
alléluia	bien-être	bonheur	joie	figuré
allergie	malveillance	haine	ressentiment	figuré
allergique	malveillance	haine	ressentiment	figuré
allergisant	malveillance	haine	ressentiment	figuré
aller mal	mal-être	dépression	tristesse	figuré
allumé	non-specifié	non-specifié	non-specifié	figuré
allumer	non-specifié	non-specifié	non-specifié	figuré
alourdir	mal-être	dépression	torpeur	figuré
alourdissement	mal-être	dépression	torpeur	figuré
altération	mal-être	dépression	fatigue	figuré
altéré	mal-être	dépression	fatigue	figuré
altérer	mal-être	dépression	fatigue	figuré
altruisme	bienveillance	gentillesse	bonté	propre
altruiste	bienveillance	gentillesse	bonté	propre
amabilité	bienveillance	gentillesse	bonté	propre
amant	bienveillance	affection	amour	propre
amante	bienveillance	affection	amour	propre
amativité	bienveillance	affection	désir	propre
ambitieusement	bienveillance	affection	désir	propre
ambitieux	bienveillance	affection	désir	propre
ambition	bienveillance	affection	désir	propre
ambitionner	bienveillance	affection	désir	propre
âme en peine	mal-être	dépression	tristesse	figuré
aménité	bienveillance	affection	attirance	propre
âme	non-specifié	non-specifié	non-specifié	figuré
amèrement	malveillance	haine	ressentiment	figuré
amer	malveillance	haine	ressentiment	figuré
amertume	malveillance	haine	ressentiment	figuré
âmes en peine	mal-être	dépression	tristesse	figuré
ami	bienveillance	affection	amour	propre
amical	bienveillance	affection	amour	propre
amicalement	bienveillance	affection	amour	propre
amiteuse	bienveillance	affection	amour	propre
amiteux	bienveillance	affection	amour	propre
amitié	bienveillance	affection	amour	propre
amitieuse	bienveillance	affection	amour	propre
amitieusement	bienveillance	affection	amour	propre
amitieux	bienveillance	affection	amour	propre
amoindrir	mal-être	dépression	fatigue	propre
amoindrissement	mal-être	dépression	fatigue	propre
amollir	mal-être	dépression	fatigue	figuré
amollissant	mal-être	dépression	fatigue	figuré
amollissement	mal-être	dépression	fatigue	figuré
à mon aise	sang-froid	courage	aise	propre
amorphe	mal-être	dépression	torpeur	propre
amouracher	bienveillance	affection	amour	propre
amour	bienveillance	affection	amour	propre
amour de soi	malveillance	haine	mépris	propre
amourette	bienveillance	affection	amour	propre
amoureusement	bienveillance	affection	amour	propre
amoureux	bienveillance	affection	amour	propre
amour-propre	malveillance	haine	mépris	propre
amusant	bien-être	entrain	gaité	propre
amusement	bien-être	entrain	gaité	propre
amuser	bien-être	entrain	gaité	propre
anathématiser	malveillance	haine	mépris	propre
anathème	malveillance	haine	mépris	propre
anéantir	mal-être	souffrance	douleur	figuré
anéantissement	mal-être	souffrance	douleur	figuré
anémiant	mal-être	dépression	fatigue	figuré
anémie	mal-être	dépression	fatigue	figuré
anémier	mal-être	dépression	fatigue	figuré
anémique	mal-être	dépression	fatigue	figuré
anesthésie	impassibilité	impassibilité	impassibilité	figuré
anesthésier	impassibilité	impassibilité	impassibilité	figuré
anesthésique	impassibilité	impassibilité	impassibilité	figuré
angoissant	anxiété	tension	angoisse	propre
angoisse	anxiété	tension	angoisse	propre
angoissé	anxiété	tension	angoisse	propre
angoisser	anxiété	tension	angoisse	propre
animadversion	malveillance	haine	ressentiment	propre
animation	bien-être	entrain	vivacité	propre
animé	bien-être	entrain	vivacité	propre
animer	bien-être	entrain	vivacité	propre
animosité	malveillance	haine	ressentiment	propre
ankylose	mal-être	dépression	torpeur	figuré
ankylosé	mal-être	dépression	torpeur	figuré
ankyloser	mal-être	dépression	torpeur	figuré
anomalie	mal-être	trouble	bouleversement	figuré
anorexie	mal-être	folie	maladie-mentale	figuré
anorexique	mal-être	folie	maladie-mentale	figuré
anormalement	mal-être	trouble	bouleversement	figuré
anormalité	mal-être	trouble	bouleversement	figuré
anormal	mal-être	trouble	bouleversement	figuré
antipathie	malveillance	haine	ressentiment	propre
antipathique	malveillance	haine	ressentiment	propre
anxiété	anxiété	tension	angoisse	propre
anxieusement	anxiété	tension	angoisse	propre
anxieux	anxiété	tension	angoisse	propre
apaisé	bien-être	soulagement	apaisement	propre
apaisement	bien-être	soulagement	apaisement	propre
apaiser	bien-être	soulagement	apaisement	propre
apathie	mal-être	dépression	torpeur	propre
apathique	mal-être	dépression	torpeur	propre
apeuré	anxiété	crainte	peur	propre
apeurement	anxiété	crainte	peur	propre
apeurer	anxiété	crainte	peur	propre
apitoiement	bienveillance	gentillesse	bonté	propre
apitoyer	bienveillance	gentillesse	bonté	propre
aplati	mal-être	dépression	fatigue	figuré
aplatir	mal-être	dépression	fatigue	figuré
aplatissement	mal-être	dépression	fatigue	figuré
à plat	mal-être	dépression	fatigue	figuré
à plat ventre devant	mal-être	frustration	humiliation	figuré
aplomb	sang-froid	courage	assurance	propre
appât	bienveillance	affection	attirance	figuré
appâter	bienveillance	affection	attirance	figuré
appétence	bienveillance	affection	désir	propre
appéter	bienveillance	affection	désir	propre
appétissant	bienveillance	affection	désir	propre
appétit	bienveillance	affection	désir	propre
applaudir	bienveillance	affection	admiration	propre
applaudissement	bienveillance	affection	admiration	propre
apprécier	bienveillance	affection	amour	figuré
appréhender	anxiété	tension	inquiétude	propre
appréhensif	anxiété	tension	inquiétude	propre
appréhension	anxiété	tension	inquiétude	propre
approbatif	bienveillance	affection	admiration	propre
approbation	bienveillance	affection	admiration	propre
approbativement	bienveillance	affection	admiration	propre
approuver	bienveillance	affection	admiration	propre
appui	bien-être	soulagement	apaisement	figuré
appuyer	bien-être	soulagement	apaisement	figuré
âpre	malveillance	haine	ressentiment	figuré
âprement	malveillance	haine	ressentiment	figuré
âpreté	malveillance	haine	ressentiment	figuré
ardemment	bien-être	entrain	vivacité	figuré
ardent	bien-être	entrain	vivacité	figuré
ardeur	bien-être	entrain	vivacité	figuré
ardre	bien-être	entrain	vivacité	figuré
ardu	mal-être	souffrance	douleur	figuré
à regret	mal-être	trouble	remords	figuré
aria	mal-être	trouble	bouleversement	figuré
aride	impassibilité	impassibilité	impassibilité	figuré
aridité	impassibilité	impassibilité	impassibilité	figuré
arrachement	mal-être	souffrance	douleur	figuré
arracher	mal-être	souffrance	douleur	figuré
arrogance	malveillance	haine	mépris	propre
arrogant	malveillance	haine	mépris	propre
à six pieds sous terre	anxiété	crainte	timidité	figuré
à son aise	sang-froid	courage	aise	propre
à son corps défendant	mal-être	trouble	remords	figuré
asphyxie	mal-être	souffrance	douleur	figuré
asphyxié	mal-être	souffrance	douleur	figuré
asphyxier	mal-être	souffrance	douleur	figuré
aspirant	bienveillance	affection	désir	propre
aspiration	bienveillance	affection	désir	propre
aspirer	bienveillance	affection	désir	propre
assagir	bien-être	soulagement	apaisement	propre
assagissement	bien-être	soulagement	apaisement	propre
assaillir	malveillance	haine	irritation	figuré
assassiner	mal-être	frustration	humiliation	figuré
assèchement	mal-être	dépression	fatigue	figuré
assécher	mal-être	dépression	fatigue	figuré
asservie	mal-être	frustration	humiliation	figuré
asservi	mal-être	frustration	humiliation	figuré
asservir	mal-être	frustration	humiliation	figuré
asservissement	mal-être	frustration	humiliation	figuré
assez de la vie	mal-être	dépression	fatigue	propre
assistance	bien-être	soulagement	apaisement	propre
assister	bien-être	soulagement	apaisement	propre
assoiffé	bienveillance	affection	attirance	figuré
assoiffer	bienveillance	affection	attirance	figuré
assombrir	mal-être	dépression	tristesse	figuré
assombrissement	mal-être	dépression	tristesse	figuré
assommant	mal-être	dépression	fatigue	figuré
assommement	mal-être	dépression	fatigue	figuré
assommer	mal-être	dépression	fatigue	figuré
assoupi	mal-être	dépression	torpeur	figuré
assoupir	mal-être	dépression	torpeur	figuré
assoupissant	mal-être	dépression	torpeur	figuré
assoupissement	mal-être	dépression	torpeur	figuré
assourdir	mal-être	dépression	fatigue	figuré
assourdissant	mal-être	dépression	fatigue	figuré
assourdissement	mal-être	dépression	fatigue	figuré
assouvi	bien-être	satisfaction	assouvissement	propre
assouvir	bien-être	satisfaction	assouvissement	propre
assouvissement	bien-être	satisfaction	assouvissement	propre
assujetti	mal-être	frustration	humiliation	figuré
assujettir	mal-être	frustration	humiliation	figuré
assujettissant	mal-être	frustration	humiliation	figuré
assujettissement	mal-être	frustration	humiliation	figuré
assurance	sang-froid	courage	assurance	figuré
assurer	sang-froid	courage	assurance	figuré
assuré	sang-froid	courage	assurance	figuré
asthénie	mal-être	dépression	fatigue	propre
asthénique	mal-être	dépression	fatigue	propre
ataraxie	impassibilité	impassibilité	impassibilité	propre
ataraxique	impassibilité	impassibilité	impassibilité	propre
atone	mal-être	dépression	torpeur	propre
atonicité	mal-être	dépression	torpeur	propre
atonie	mal-être	dépression	torpeur	propre
atonique	mal-être	dépression	torpeur	propre
atrabilaire	malveillance	haine	irritation	figuré
atrabile	malveillance	haine	irritation	figuré
atroce	malveillance	agressivité	inhumanité	propre
atrocement	malveillance	agressivité	inhumanité	propre
atrocité	malveillance	agressivité	inhumanité	propre
atrophie	mal-être	dépression	fatigue	figuré
atrophié	mal-être	dépression	fatigue	figuré
atrophier	mal-être	dépression	fatigue	figuré
attachant	bienveillance	affection	amour	figuré
attache	bienveillance	affection	amour	figuré
attaché	bienveillance	affection	amour	figuré
attachement	bienveillance	affection	amour	figuré
attacher	bienveillance	affection	amour	figuré
atteindre	mal-être	frustration	humiliation	figuré
atteinte	mal-être	frustration	humiliation	figuré
atteint	mal-être	frustration	humiliation	figuré
attendri	bienveillance	gentillesse	bonté	propre
attendrir	bienveillance	gentillesse	bonté	propre
attendrissant	bienveillance	gentillesse	bonté	propre
attendrissement	bienveillance	gentillesse	bonté	propre
attentif	non-specifié	non-specifié	non-specifié	propre
attentionné	bienveillance	gentillesse	bonté	propre
attentionneuse	bienveillance	gentillesse	bonté	propre
attentionneux	bienveillance	gentillesse	bonté	propre
attention	non-specifié	non-specifié	non-specifié	propre
atterrant	mal-être	dépression	fatigue	figuré
atterrement	mal-être	dépression	fatigue	figuré
atterrer	mal-être	dépression	fatigue	figuré
attiger	mal-être	souffrance	douleur	figuré
attirance	bienveillance	affection	attirance	figuré
attirant	bienveillance	affection	attirance	figuré
attirement	bienveillance	affection	attirance	figuré
attirer	bienveillance	affection	attirance	figuré
attiser	non-specifié	non-specifié	non-specifié	figuré
attitude	non-specifié	non-specifié	non-specifié	propre
attraction	bienveillance	affection	attirance	figuré
attrait	bienveillance	affection	attirance	figuré
attrayant	bienveillance	affection	attirance	figuré
attristant	mal-être	dépression	tristesse	propre
attrister	mal-être	dépression	tristesse	propre
attrition	mal-être	trouble	remords	figuré
au bout du rouleau	mal-être	dépression	fatigue	figuré
aucun respect	mal-être	frustration	humiliation	propre
audace	sang-froid	courage	audace	propre
audacieusement	sang-froid	courage	audace	propre
audacieux	sang-froid	courage	audace	propre
au dessus de leurs forces	mal-être	frustration	insatisfaction	figuré
au dessus de mes forces	mal-être	frustration	insatisfaction	figuré
au dessus de nos forces	mal-être	frustration	insatisfaction	figuré
au dessus de ses forces	mal-être	frustration	insatisfaction	figuré
au dessus des forces	mal-être	frustration	insatisfaction	figuré
au dessus de tes forces	mal-être	frustration	insatisfaction	figuré
au dessus de vos forces	mal-être	frustration	insatisfaction	figuré
au plus mal	mal-être	souffrance	douleur	propre
au supplice	mal-être	souffrance	douleur	figuré
autisme	mal-être	folie	maladie-mentale	figuré
autiste	mal-être	folie	maladie-mentale	figuré
autodestructeur	mal-être	trouble	bouleversement	figuré
autodestructif	mal-être	trouble	bouleversement	figuré
autodestruction	mal-être	trouble	bouleversement	figuré
autodestructive	mal-être	trouble	bouleversement	figuré
autodétruire	mal-être	trouble	bouleversement	figuré
autolâtre	malveillance	agressivité	orgueil	propre
autolâtrie	malveillance	agressivité	orgueil	propre
au top	bien-être	entrain	vivacité	figuré
au vif	mal-être	souffrance	douleur	figuré
aux aguets	anxiété	tension	inquiétude	figuré
aux anges	bien-être	bonheur	joie	figuré
aux genoux de	mal-être	frustration	humiliation	figuré
avachi	mal-être	dépression	fatigue	figuré
avachir	mal-être	dépression	fatigue	figuré
avachissement	mal-être	dépression	fatigue	figuré
avaler des couleuvres	mal-être	frustration	humiliation	figuré
avanie	mal-être	frustration	humiliation	figuré
avarié	mal-être	dépression	fatigue	figuré
avarier	mal-être	dépression	fatigue	figuré
avec âme	bienveillance	gentillesse	douceur	figuré
avenant	bienveillance	gentillesse	bonté	propre
aversion	malveillance	haine	dégoût	propre
aveuglant	mal-être	trouble	bouleversement	figuré
aveuglement	mal-être	trouble	bouleversement	figuré
aveugler	mal-être	trouble	bouleversement	figuré
aveulir	mal-être	dépression	torpeur	figuré
aveulissement	mal-être	dépression	torpeur	figuré
avide	bienveillance	affection	désir	propre
avidemment	bienveillance	affection	désir	propre
avidité	bienveillance	affection	désir	propre
à vif	mal-être	souffrance	douleur	figuré
avili	mal-être	frustration	humiliation	figuré
avilir	mal-être	frustration	humiliation	figuré
avilissant	mal-être	frustration	humiliation	figuré
avilissement	mal-être	frustration	humiliation	figuré
aviver	non-specifié	non-specifié	non-specifié	propre
avoir de l'âme	bienveillance	gentillesse	bonté	figuré
avoir toute sa tête	bien-être	lucidité	santé-mentale	propre
avoir toutes ses facultés	bien-être	lucidité	santé-mentale	propre
à vomir	malveillance	haine	dégoût	figuré
azimuté	mal-être	trouble	bouleversement	figuré
baba	surprise	surprise	surprise	figuré
badin	bien-être	entrain	gaité	propre
badiner	bien-être	entrain	gaité	propre
bad trip	mal-être	folie	divagation	figuré
bad-trip	mal-être	folie	divagation	figuré
bafouage	malveillance	haine	mépris	propre
bafouement	malveillance	haine	mépris	propre
bafouer	malveillance	haine	mépris	propre
bâillonner	mal-être	frustration	refoulement	figuré
baisse la tête	mal-être	frustration	humiliation	figuré
baissé la tête	mal-être	frustration	humiliation	figuré
baisse les bras	mal-être	frustration	humiliation	figuré
baissé les bras	mal-être	frustration	humiliation	figuré
baisser la tête	mal-être	frustration	humiliation	figuré
baisser les bras	mal-être	frustration	humiliation	figuré
balin balan	mal-être	dépression	fatigue	propre
bancal	mal-être	dépression	fatigue	figuré
bancroche	mal-être	dépression	fatigue	figuré
bancroche	mal-être	dépression	fatigue	figuré
bandant	non-specifié	non-specifié	non-specifié	figuré
bander	non-specifié	non-specifié	non-specifié	figuré
baptême du sang	mal-être	souffrance	douleur	figuré
barbant	malveillance	haine	irritation	figuré
barbare	malveillance	agressivité	inhumanité	propre
barbarement	malveillance	agressivité	inhumanité	propre
barbarie	malveillance	agressivité	inhumanité	propre
barbe	malveillance	haine	irritation	figuré
barber	malveillance	haine	irritation	figuré
barbifiant	malveillance	haine	irritation	figuré
barbifier	malveillance	haine	irritation	figuré
barbouiller	mal-être	trouble	bouleversement	figuré
barjo	mal-être	folie	divagation	propre
bassinant	mal-être	frustration	déplaisir	figuré
bassiner	mal-être	frustration	déplaisir	figuré
bat de l'aile	mal-être	dépression	fatigue	figuré
bâton de vieillesse	bien-être	soulagement	apaisement	figuré
batté de l'aile	mal-être	dépression	fatigue	figuré
battre de l'aile	mal-être	dépression	fatigue	figuré
baume au coeur	bien-être	soulagement	apaisement	figuré
baver	non-specifié	non-specifié	non-specifié	figuré
béat	bien-être	bonheur	félicité	propre
béatitude	bien-être	bonheur	félicité	propre
beaux draps	mal-être	frustration	déplaisir	figuré
bêcher	malveillance	haine	mépris	figuré
béguin	bienveillance	affection	amour	figuré
belliqueusement	malveillance	agressivité	rage	figuré
belliqueux	malveillance	agressivité	rage	figuré
bénéfique	bien-être	satisfaction	plaisir	propre
besoin	mal-être	frustration	insatisfaction	propre
bête d'aversion	malveillance	haine	ressentiment	figuré
bête noire	malveillance	haine	ressentiment	figuré
bidonner	bien-être	bonheur	rire	figuré
bien-aimé	bienveillance	affection	amour	propre
bien-aimée	bienveillance	affection	amour	propre
bien dans leur peau	bien-être	bonheur	joie	figuré
bien dans ma peau	bien-être	bonheur	joie	figuré
bien dans ma tête	bien-être	lucidité	santé-mentale	figuré
bien dans sa peau	bien-être	bonheur	joie	figuré
bien dans sa tête	bien-être	lucidité	santé-mentale	figuré
bien être	bien-être	lucidité	santé-mentale	propre
bien-être	bien-être	lucidité	santé-mentale	propre
bienfaisant	bien-être	soulagement	apaisement	propre
bienfait	bien-être	soulagement	apaisement	propre
bienfaiteur	bien-être	soulagement	apaisement	propre
bienfaitrice	bien-être	soulagement	apaisement	propre
bien fou	bien-être	soulagement	apaisement	propre
bien-fou	bien-être	soulagement	apaisement	propre
bienheureuse	bien-être	bonheur	joie	propre
bienheureux	bien-être	bonheur	joie	propre
bien mal	mal-être	souffrance	douleur	propre
bienveillance	bienveillance	gentillesse	douceur	propre
bienveillant	bienveillance	gentillesse	douceur	propre
bigre	malveillance	agressivité	colère	figuré
bile	malveillance	haine	irritation	figuré
bileux	malveillance	haine	irritation	figuré
biliaire	malveillance	haine	irritation	figuré
bilieusement	malveillance	haine	irritation	figuré
bilieux	malveillance	haine	irritation	figuré
bisou	bienveillance	affection	amour	propre
bisque	malveillance	agressivité	rage	propre
bisquer	malveillance	agressivité	rage	propre
bizarre	mal-être	trouble	bouleversement	propre
bizarroïde	mal-être	trouble	bouleversement	propre
blafardement	mal-être	dépression	tristesse	figuré
blafard	mal-être	dépression	tristesse	figuré
blairer	malveillance	haine	ressentiment	propre
blâmable	mal-être	trouble	remords	propre
